上海频道,#genre#
生活时尚,http://origin.lean.org.cn:4000/rtp/239.45.3.132:5140
生活时尚,http://139.196.151.191:2051/rtp/239.45.3.132:5140
生活时尚,http://www.17888.fun:10000/rtp/239.45.3.132:5140
教育台,http://222.68.11.73:9898/rtp/239.45.3.252:5140$720x576
教育台,http://116.227.10.196:2048/rtp/239.45.3.252:5140$720x576
教育台,http://116.231.244.25:8888/rtp/239.45.3.252:5140$720x576
教育台,http://222.64.125.110:58888/rtp/239.45.3.252:5140$720x576
教育台,http://222.64.125.110:58888/rtp/239.45.3.122:5140$528x576
教育台,http://116.231.244.25:8888/rtp/239.45.3.122:5140$528x576
教育台,http://222.68.11.73:9898/rtp/239.45.3.122:5140$528x576
教育台,http://116.227.10.196:2048/rtp/239.45.3.122:5140$528x576
教育台,http://116.226.38.242:4022/rtp/239.45.3.252:5140$720x576
教育台,http://218.78.180.91:9999/rtp/239.45.3.122:5140$528x576
教育台,http://101.81.119.90:8888/rtp/239.45.3.122:5140
教育台,http://101.81.119.90:8888/rtp/239.45.3.252:5140
教育台,http://www.17888.fun:10000/rtp/239.45.3.122:5140
教育台,http://www.17888.fun:10000/rtp/239.45.3.252:5140
教育台,http://218.78.180.91:9999/rtp/239.45.3.252:5140$720x576
教育台,http://180.159.68.190:4022/rtp/239.45.3.252:5140$720x576
教育台,http://180.159.68.190:4022/rtp/239.45.3.122:5140$528x576
教育台,http://218.80.126.237:4022/rtp/239.45.3.252:5140$720x576
教育台,http://218.80.126.237:4022/rtp/239.45.3.122:5140$528x576
教育台,http://101.224.148.168:5022/rtp/239.45.3.252:5140$720x576
都市剧场,http://116.227.10.196:2048/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://222.68.11.73:9898/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://222.64.125.110:58888/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://116.231.244.25:8888/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://180.159.68.190:4022/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://218.78.180.91:9999/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://101.81.119.90:8888/rtp/239.45.3.136:5140
都市剧场,http://www.17888.fun:10000/rtp/239.45.3.136:5140
都市剧场,http://124.129.78.38:3333/rtp/239.253.248.98:8000
都市剧场,http://119.166.159.120:6666/rtp/239.253.248.98:8000
都市剧场,http://101.224.148.168:5022/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://218.80.126.237:4022/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://222.65.158.32:22222/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://116.226.25.48:4022/rtp/239.45.3.136:5140$1920x1080
都市剧场,http://180.158.164.233:8888/rtp/239.45.3.136:5140$1920x1080
